Category,Composition/property,Group,N,Mean,SD,95% CI Lower,95% CI Upper,Number of Outliers
RDKit,num_nonaromatic_rings,BBB-,2851,1.8747807786741495,1.4337163998096143,-0.935303364952695,4.684864922300994,126
RDKit,num_nonaromatic_rings,BBB+,4955,1.8439959636730576,1.6380375183646745,-1.3665575723217045,5.05454949966782,65
PubChem,hbond_acceptors,BBB-,2183,7.354557947778287,4.24045659239855,-0.9567369733228714,15.665852868879444,80
PubChem,hbond_acceptors,BBB+,4007,4.048664836536062,2.285070080175201,-0.4300725206073315,8.527402193679457,151
RDKit,flexibility,BBB-,2851,10.904594878989828,6.956810365291439,-2.7307534369813915,24.539943194961047,153
RDKit,flexibility,BBB+,4955,6.578203834510595,3.9665142082814753,-1.1961640137210967,14.352571682742289,114
Unknown,overall,BBB-,2851,1.8747807786741495,1.4337163998096143,-0.935303364952695,4.684864922300994,126
Unknown,overall,BBB+,4955,1.8439959636730576,1.6380375183646745,-1.3665575723217045,5.05454949966782,65
Unknown,overall,BBB-,2183,7.354557947778287,4.24045659239855,-0.9567369733228714,15.665852868879444,80
Unknown,overall,BBB+,4007,4.048664836536062,2.285070080175201,-0.4300725206073315,8.527402193679457,151
Unknown,overall,BBB-,2851,10.904594878989828,6.956810365291439,-2.7307534369813915,24.539943194961047,153
Unknown,overall,BBB+,4955,6.578203834510595,3.9665142082814753,-1.1961640137210967,14.352571682742289,114
Unknown,overall,BBB-,2851,0.7471062784987723,0.7877713682921699,-0.7969256033538805,2.291138160351425,55
Unknown,overall,BBB+,4955,0.6732593340060545,0.707821072390434,-0.7140699678791961,2.060588635891305,64
Unknown,overall,BBB-,2844,20831.926160337553,42616.9005465064,-62697.198910815,104361.0512314901,82
Unknown,overall,BBB+,4952,8117.272617124394,12075.715631971085,-15551.130021538933,31785.67525578772,73
Unknown,overall,BBB-,2846,0.0344342937456078,0.2092966203609781,-0.3757870821619092,0.4446556696531249,84
Unknown,overall,BBB+,4945,0.0028311425682507,0.0531384815447598,-0.1013202812594785,0.1069825663959801,14
Unknown,overall,BBB-,2851,0.0052613118204138,0.0723565254824508,-0.1365574781251897,0.1470801017660175,15
Unknown,overall,BBB+,4955,0.0034308779011099,0.0584790317028775,-0.11118802423653,0.11804978003875,17
Unknown,overall,BBB-,2181,3.4594222833562585,4.272788814491812,-4.915243793047693,11.834088359760209,131
Unknown,overall,BBB+,4008,1.999001996007984,2.5864631963803593,-3.0704658688975197,7.068469860913488,292
Unknown,overall,BBB-,2183,6.323866239120476,4.338983361654425,-2.180541149722198,14.82827362796315,69
Unknown,overall,BBB+,4006,4.154767848227658,2.920590466444047,-1.5695894660026743,9.879125162457992,157
Unknown,overall,BBB-,2182,2.906507791017415,2.656985601166969,-2.301183987269844,8.114199569304674,74
Unknown,overall,BBB+,4009,1.1416812172611623,1.0637753668358472,-0.943318501737098,3.226680936259423,106
Unknown,overall,BBB-,2851,0.03788144510698,0.2085108469797835,-0.3707998149733957,0.4465627051873557,98
Unknown,overall,BBB+,4955,0.0355196770938446,0.1915391079680694,-0.3398969745235715,0.4109363287112606,170
Unknown,overall,BBB-,2851,0.07576289021396,0.3562155939501495,-0.6224196739283331,0.7739454543562531,174
Unknown,overall,BBB+,4955,0.0153380423814328,0.1293085152777531,-0.2381066475629633,0.2687827323258291,73
Unknown,overall,BBB-,2851,22.11048754822869,11.281380350130856,-0.0010179380277861,44.221993034485166,126
Unknown,overall,BBB+,4955,18.572754793138245,6.90796118361902,5.033150873244965,32.112358713031526,225
Unknown,overall,BBB-,2851,0.4423009470361276,0.6416148775967472,-0.8152642130534968,1.699866107125752,217
Unknown,overall,BBB+,4955,0.5216952573158425,0.6573115624088871,-0.7666354050055763,1.8100259196372617,375
Unknown,overall,BBB-,2851,7.451771308312873,6.31839749156113,-4.932287775146941,19.83583039177269,91
Unknown,overall,BBB+,4955,7.0597376387487385,5.645358107228227,-4.005164251418587,18.124639528916063,64
Unknown,overall,BBB-,2851,1.1564363381269729,1.28147795611098,-1.3552604558505483,3.668133132104494,115
Unknown,overall,BBB+,4955,1.3007063572149344,1.2769459433423007,-1.202107691735975,3.803520406165844,114
Unknown,overall,BBB-,2851,1.0028060329708874,1.01358795596083,-0.9838263607123394,2.9894384266541145,168
Unknown,overall,BBB+,4955,1.0623612512613525,0.8840453652294423,-0.6703676645883547,2.7950901671110593,191
Unknown,overall,BBB-,2851,0.2707821816906348,0.4568988354897286,-0.6247395358692331,1.1663038992505028,16
